chr,start,end,width,transcriptID,geneSymbol,meth.diff,qvalue
4667,chr11,64884169,64884721,553,ZNHIT2,27.08391905,6.08E-05
4668,chr11,64901046,64901144,99,SYVN1,42.7412718,0.000159454
4669,chr11,64901046,64901144,99,SYVN1,42.7412718,0.000159454
4670,chr11,65548623,65549128,506,AP5B1,48.73202833,2.67E-05
4671,chr11,65553878,65555703,1826,OVOL1,42.14356683,0.002482023
4672,chr11,65601192,65601503,312,SNX32,33.16439147,3.08E-05
4673,chr11,66035401,66035478,78,RAB1B,41.71485058,1.90E-06
4674,chr11,66045568,66046168,601,CNIH2,46.73394867,1.80E-05
4675,chr11,66057037,66057498,462,YIF1A,27.75799445,3.61E-06
4676,chr11,66045568,66046168,601,CNIH2,46.73394867,1.80E-05
4677,chr11,66045568,66046168,601,CNIH2,46.73394867,1.80E-05
4678,chr11,66138911,66139145,235,SLC29A2,43.9279683,1.25E-09
4679,chr11,66234612,66234901,290,PELI3,30.43941773,0.000340943
4680,chr11,66234612,66234901,290,PELI3,30.43941773,0.000340943
4681,chr11,66234612,66234901,290,PELI3,30.43941773,0.000340943
4682,chr11,66234612,66234901,290,PELI3,30.43941773,0.000340943
4683,chr11,66314266,66314430,165,ZDHHC24,-45.28020821,2.40E-05
4684,chr11,66360315,66360335,21,CCS,-36.1906298,2.52E-08
4685,chr11,66360315,66360335,21,CCDC87,-36.1906298,2.52E-08
4686,chr11,66335822,66335910,89,CTSF,46.29447007,5.69E-05
4687,chr11,66790386,66791225,840,SYT12,25.2912634,0.007048937
4688,chr11,66790386,66791225,840,SYT12,25.2912634,0.007048937
4689,chr11,67121592,67121641,50,POLD4,46.44945808,1.71E-08
4690,chr11,67121592,67121641,50,POLD4,46.44945808,1.71E-08
4691,chr11,67195301,67195322,22,RPS6KB2,38.76655386,3.96E-08
4692,chr11,67210178,67210406,229,CORO1B,34.03048415,4.03E-06
4693,chr11,67168527,67168617,91,PPP1CA,46.24440442,5.74E-12
4694,chr11,67121592,67121641,50,POLD4,46.44945808,1.71E-08
4695,chr11,67223936,67224098,163,CABP4,36.8372055,1.92E-08
4696,chr11,67168527,67168617,91,PPP1CA,46.24440442,5.74E-12
4697,chr11,67210178,67210406,229,CORO1B,34.03048415,4.03E-06
4698,chr11,67121592,67121641,50,POLD4,46.44945808,1.71E-08
4699,chr11,67121592,67121641,50,POLD4,46.44945808,1.71E-08
4700,chr11,67168527,67168617,91,PPP1CA,46.24440442,5.74E-12
4701,chr11,67274847,67275439,593,CDK2AP2,30.50909171,0.001931992
4702,chr11,67290515,67290971,457,CABP2,36.83811763,1.87E-05
4703,chr11,67274847,67275439,593,CDK2AP2,30.50909171,0.001931992
4704,chr11,67351392,67351875,484,GSTP1,33.16645227,0.000691547
4705,chr11,67271791,67271999,209,PITPNM1,45.75497472,2.56E-06
4706,chr11,67271791,67271999,209,PITPNM1,45.75497472,2.56E-06
4707,chr11,67274847,67275439,593,CDK2AP2,30.50909171,0.001931992
4708,chr11,67381553,67381964,412,DOC2GP,33.22859491,3.93E-07
4709,chr11,68452066,68452685,620,GAL,29.91817983,1.60E-05
4710,chr11,68672558,68672638,81,MRPL21,55.78753218,4.46E-05
4711,chr11,68672558,68672638,81,MRPL21,55.78753218,4.46E-05
4712,chr11,69588827,69590581,1755,FGF4,40.94028557,1.26E-05
4713,chr11,69518493,69519578,1086,FGF19,33.90855302,1.31E-05
4714,chr11,69633069,69633805,737,FGF3,30.33421841,4.05E-05
4715,chr11,69920036,69920438,403,ANO1-AS2,34.90532188,0.002089538
4716,chr11,71258283,71258483,201,KRTAP5-9,43.00928693,5.58E-08
4717,chr11,71935659,71936250,592,INPPL1,22.82232659,0.000924056
4718,chr11,71955465,71955748,284,PHOX2A,40.71149024,4.97E-05
4719,chr11,71955054,71955520,467,PHOX2A,-33.28501372,5.36E-06
4720,chr11,72491886,72492823,938,MIR4692,39.46286404,0.000475052
4721,chr11,72928998,72929602,605,P2RY2,33.46517251,0.002247632
4722,chr11,72928998,72929602,605,P2RY2,33.46517251,0.002247632
4723,chr11,72928998,72929602,605,P2RY2,33.46517251,0.002247632
4724,chr11,73694557,73694916,360,UCP2,40.91348036,6.87E-05
4725,chr11,74442338,74442662,325,CHRDL2,43.35667242,2.87E-05
4726,chr11,74442338,74442662,325,CHRDL2,43.35667242,2.87E-05
4727,chr11,74659931,74660157,227,SPCS2,23.44113238,9.25E-06
4728,chr11,74952998,74953622,625,TPBGL,25.32634001,0.000372601
4729,chr11,75141501,75141703,203,KLHL35,40.11620559,0.000856844
4730,chr11,75917311,75918128,818,WNT11,42.33478885,0.000165182
4731,chr11,76381350,76382295,946,LRRC32,46.62987283,5.05E-07
4732,chr11,76381350,76382295,946,LRRC32,46.62987283,5.05E-07
4733,chr11,76495198,76495671,474,TSKU,37.54608679,0.000326284
4734,chr11,76495198,76495671,474,TSKU,37.54608679,0.000326284
4735,chr11,92702903,92703148,246,MTNR1B,36.64362471,3.23E-06
4736,chr11,92703083,92703370,288,MTNR1B,-38.00756486,0.000124452
4737,chr11,93583417,93583679,263,VSTM5,34.79877536,5.32E-06
4738,chr11,94134345,94135027,683,GPR83,47.83173689,7.10E-06
4739,chr11,94277076,94277826,751,FUT4,38.43888251,0.001392267
4740,chr11,94822762,94823441,680,ENDOD1,37.24533275,9.46E-05
4741,chr11,100998072,100999430,1359,LOC101054525,52.23131741,7.61E-06
4742,chr11,101918009,101918453,445,C11orf70,71.85307279,7.85E-12
4743,chr11,101918009,101918453,445,C11orf70,71.85307279,7.85E-12
4744,chr11,105892556,105892782,227,MSANTD4,31.30517336,2.57E-05
4745,chr11,107462604,107462693,90,LOC643923,-27.25253572,1.45E-06
4746,chr11,107799237,107799533,297,RAB39A,53.20563735,1.24E-08
4747,chr11,107799849,107799968,120,RAB39A,49.45798593,9.84E-06
4748,chr11,109292808,109293231,424,C11orf87,50.9295385,6.92E-09
4749,chr11,109293690,109293765,76,C11orf87,71.72676996,8.34E-13
4750,chr11,111169748,111170275,528,COLCA2,44.41365002,3.93E-07
4751,chr11,111169748,111170275,528,COLCA2,44.41365002,3.93E-07
4752,chr11,111250043,111250197,155,POU2AF1,37.55177136,2.56E-06
4753,chr11,111169748,111170275,528,COLCA2,44.41365002,3.93E-07
4754,chr11,111169748,111170275,528,COLCA1,44.41365002,3.93E-07
4755,chr11,111383306,111383661,356,MIR34C,38.62969912,0.0022011
4756,chr11,111383306,111383661,356,MIR34B,38.62969912,0.0022011
4757,chr11,111383306,111383661,356,C11orf88,38.62969912,0.0022011
4758,chr11,111383306,111383661,356,BTG4,38.62969912,0.0022011
4759,chr11,111383306,111383661,356,C11orf88,38.62969912,0.0022011
4760,chr11,111411582,111412226,645,LAYN,46.42508824,1.14E-08
4761,chr11,111411582,111412226,645,LAYN,46.42508824,1.14E-08
4762,chr11,111411582,111412226,645,LAYN,46.42508824,1.14E-08
4763,chr11,113143839,113144183,345,NCAM1-AS1,58.44026247,3.70E-07
4764,chr11,113345667,113346177,511,DRD2,52.01957656,6.98E-05
4765,chr11,113345667,113346177,511,DRD2,52.01957656,6.98E-05
4766,chr11,115630285,115630853,569,LINC00900,42.65168807,0.000274269
4767,chr11,117699249,117699369,121,FXYD2,41.54315427,4.48E-05
4768,chr11,117856706,117857165,460,IL10RA,46.27756509,2.28E-09
4769,chr11,117856740,117857364,625,IL10RA,-32.66914003,1.18E-07
4770,chr11,117856706,117857165,460,IL10RA,46.27756509,2.28E-09
4771,chr11,117856740,117857364,625,IL10RA,-32.66914003,1.18E-07
4772,chr11,118016758,118016804,47,SCN4B,35.57408391,0.000180405
4773,chr11,118023353,118023876,524,SCN4B,46.09003035,1.25E-07
4774,chr11,118023353,118023876,524,SCN4B,46.09003035,1.25E-07
4775,chr11,118016758,118016804,47,SCN4B,35.57408391,0.000180405
4776,chr11,118122924,118122974,51,MPZL3,36.65172311,6.19E-10
4777,chr11,118992503,118992528,26,HINFP,39.38963179,5.50E-10
4778,chr11,118901063,118901413,351,SLC37A4,38.90682826,3.07E-05
4779,chr11,118901063,118901413,351,SLC37A4,38.90682826,3.07E-05
4780,chr11,118992503,118992528,26,HINFP,39.38963179,5.50E-10
4781,chr11,118992503,118992528,26,HINFP,39.38963179,5.50E-10
4782,chr11,118901063,118901413,351,SLC37A4,38.90682826,3.07E-05
4783,chr11,118901063,118901413,351,SLC37A4,38.90682826,3.07E-05
4784,chr11,118901063,118901413,351,SLC37A4,38.90682826,3.07E-05
4785,chr11,119252157,119252261,105,USP2,-25.53163282,0.000115717
4786,chr11,119187412,119188080,669,MCAM,34.15214315,0.000191838
4787,chr11,119252157,119252261,105,USP2,-25.53163282,0.000115717
4788,chr11,119210825,119211495,671,C1QTNF5,36.88145326,0.000612334
4789,chr11,119234828,119235336,509,USP2,31.33592034,8.30E-05
4790,chr11,119292705,119292891,187,THY1,29.84914822,0.00066821
4791,chr11,119292808,119292924,117,THY1,-39.44443306,3.03E-07
4792,chr11,122852346,122852720,375,BSX,-35.82395976,8.08E-05
4793,chr11,124543430,124543622,193,SPA17,43.92860079,1.12E-14
4794,chr11,124735292,124735615,324,ROBO3,30.13193545,0.004132064
4795,chr11,124932913,124933600,688,SLC37A2,68.16302383,1.47E-12
4796,chr11,124932913,124933600,688,SLC37A2,68.16302383,1.47E-12
4797,chr11,125366011,125366162,152,FEZ1,44.93916415,3.93E-09
4798,chr11,125366011,125366162,152,FEZ1,44.93916415,3.93E-09
4799,chr11,125495144,125495446,303,CHEK1,59.05188622,2.07E-11
4800,chr11,125495144,125495446,303,CHEK1,59.05188622,2.07E-11
4801,chr11,125495144,125495446,303,CHEK1,59.05188622,2.07E-11
4802,chr11,125495144,125495446,303,CHEK1,59.05188622,2.07E-11
4803,chr11,125495144,125495446,303,CHEK1,59.05188622,2.07E-11
4804,chr11,125495144,125495446,303,CHEK1,59.05188622,2.07E-11
4805,chr11,126873052,126873910,859,KIRREL3-AS3,-26.80030972,0.000143035
4806,chr11,128564666,128565011,346,FLI1-AS1,36.76550187,0.000278457
4807,chr11,128761119,128761211,93,KCNJ5,39.32667362,6.00E-05
4808,chr11,128775419,128775751,333,C11orf45,41.76337773,2.66E-07
4809,chr11,128775419,128775751,333,C11orf45,41.76337773,2.66E-07
4810,chr11,128775419,128775751,333,C11orf45,41.76337773,2.66E-07
4811,chr11,129244454,129244698,245,BARX2,50.51895094,0.000212575
4812,chr11,129245252,129245783,532,BARX2,30.7305602,0.001518275
4813,chr11,130029088,130030104,1017,ST14,36.72715399,0.000122945
4814,chr11,130318373,130319479,1107,ADAMTS15,45.75801099,1.07E-05
4815,chr11,130786381,130786441,61,SNX19,23.3291996,0.000198296
4816,chr11,134146131,134146682,552,GLB1L3,34.60730299,0.006875287
4817,chr11,134147049,134147144,96,GLB1L3,44.97748779,4.04E-06
4818,chr11,134281605,134281717,113,B3GAT1,47.7084295,1.23E-06
4819,chr11,134282536,134283067,532,B3GAT1,41.52226902,3.30E-05
4820,chr11,134283032,134283253,222,B3GAT1,-29.34642221,1.06E-05
4821,chr11,134281605,134281717,113,B3GAT1,47.7084295,1.23E-06
4822,chr11,134282536,134283067,532,B3GAT1,41.52226902,3.30E-05
4823,chr11,134283032,134283253,222,B3GAT1,-29.34642221,1.06E-05
4824,chr12,41582188,41582679,492,PDZRN4,39.64882355,2.37E-05
4825,chr12,33591886,33592906,1021,SYT10,37.507084,0.000564599
4826,chr12,75601247,75601897,651,KCNC2,25.03480914,0.004812765
4827,chr12,75601247,75601897,651,KCNC2,25.03480914,0.004812765
4828,chr12,75601247,75601897,651,KCNC2,25.03480914,0.004812765
4829,chr12,75601247,75601897,651,KCNC2,25.03480914,0.004812765
4830,chr12,75601247,75601897,651,KCNC2,25.03480914,0.004812765
4831,chr12,75601247,75601897,651,KCNC2,25.03480914,0.004812765
4832,chr12,24715105,24715338,234,SOX5,36.54495709,7.95E-05
4833,chr12,24716177,24716293,117,SOX5,51.06457134,1.31E-11
4834,chr12,24715105,24715338,234,SOX5,36.54495709,7.95E-05
4835,chr12,24716177,24716293,117,SOX5,51.06457134,1.31E-11
4836,chr12,29302369,29302924,556,FAR2,35.69250371,0.000111737
4837,chr12,45270540,45270753,214,NELL2,43.03483099,4.48E-05
4838,chr12,45270540,45270753,214,NELL2,43.03483099,4.48E-05
4839,chr12,45270540,45270753,214,NELL2,43.03483099,4.48E-05
4840,chr12,45270540,45270753,214,NELL2,43.03483099,4.48E-05
4841,chr12,54520109,54520519,411,LOC400043,43.17090625,1.67E-06
4842,chr12,52417233,52417434,202,NR4A1,22.53478443,2.64E-05
4843,chr12,82153276,82153483,208,PPFIA2,45.69224923,1.64E-08
4844,chr12,82153276,82153483,208,PPFIA2,45.69224923,1.64E-08
4845,chr12,82153276,82153483,208,PPFIA2,45.69224923,1.64E-08
4846,chr12,82153276,82153483,208,PPFIA2,45.69224923,1.64E-08
4847,chr12,82153276,82153483,208,PPFIA2,45.69224923,1.64E-08
4848,chr12,100378732,100379005,274,ANKS1B,36.30490921,2.53E-07
4849,chr12,103889255,103889961,707,C12orf42,29.65718308,2.79E-05
4850,chr12,103889255,103889961,707,C12orf42,29.65718308,2.79E-05
4851,chr12,103889255,103889961,707,C12orf42,29.65718308,2.79E-05
4852,chr12,103889255,103889961,707,C12orf42,29.65718308,2.79E-05
4853,chr12,103889255,103889961,707,C12orf42,29.65718308,2.79E-05
4854,chr12,107711647,107712447,801,BTBD11,26.91305312,0.000357045
4855,chr12,107712844,107713668,825,BTBD11,33.64433038,0.000117788
4856,chr12,113230062,113230086,25,RPH3A,28.33007011,3.40E-07
4857,chr12,113230062,113230086,25,RPH3A,28.33007011,3.40E-07
4858,chr12,124458441,124458809,369,ZNF664-FAM101A,39.90165776,5.81E-05
4859,chr12,119419478,119419623,146,SRRM4,40.67380739,5.31E-06
4860,chr12,128751428,128751639,212,TMEM132C,43.26454606,7.74E-05
4861,chr12,128752416,128752516,101,TMEM132C,46.56850901,4.32E-05
4862,chr12,187113,187507,395,IQSEC3,40.48841675,1.32E-05
4863,chr12,569539,570005,467,B4GALNT3,35.85525325,0.001218551
4864,chr12,175941,175988,48,IQSEC3,45.03850239,5.47E-09
4865,chr12,2027048,2027243,196,CACNA2D4,33.30582854,8.39E-07
4866,chr12,3186867,3187094,228,TSPAN9,43.05671089,3.70E-07
4867,chr12,3186867,3187094,228,TSPAN9,43.05671089,3.70E-07
4868,chr12,3862305,3862473,169,EFCAB4B,47.40636386,1.17E-06
4869,chr12,3862305,3862473,169,EFCAB4B,47.40636386,1.17E-06
4870,chr12,3600330,3600476,147,PRMT8,32.63343216,2.51E-05
4871,chr12,3600914,3601612,699,PRMT8,37.03538987,2.46E-06
4872,chr12,6054403,6054706,304,ANO2,34.83535811,0.000293702
4873,chr12,6054403,6054706,304,ANO2,34.83535811,0.000293702
4874,chr12,6419408,6419950,543,PLEKHG6,29.55116621,0.000423999
4875,chr12,6419408,6419950,543,PLEKHG6,29.55116621,0.000423999
4876,chr12,6935710,6936152,443,LEPREL2,37.69130591,4.23E-06
4877,chr12,6937693,6938601,909,LEPREL2,27.05208257,0.001529468
4878,chr12,6419408,6419950,543,PLEKHG6,29.55116621,0.000423999
4879,chr12,8542563,8542832,270,LINC00937,34.5683337,1.20E-05
4880,chr12,13254236,13254674,439,GSG1,26.58025813,0.002278478
4881,chr12,13254236,13254674,439,GSG1,26.58025813,0.002278478
4882,chr12,13254236,13254674,439,GSG1,26.58025813,0.002278478
4883,chr12,14133248,14133376,129,GRIN2B,30.03274835,0.00147154
4884,chr12,14134271,14134868,598,GRIN2B,38.21417712,6.18E-05
4885,chr12,20523068,20523234,167,PDE3A,45.35284052,0.000442748
4886,chr12,20522235,20522418,184,PDE3A,-21.47830537,0.000821025
4887,chr12,22486969,22487145,177,ST8SIA1,46.96239465,1.45E-05
4888,chr12,22487797,22488360,564,ST8SIA1,22.98188217,1.64E-05
4889,chr12,29542236,29542684,449,OVCH1-AS1,-39.21009829,0.000852355
4890,chr12,29936015,29937432,1418,TMTC1,29.51759319,0.000127083
4891,chr12,29936015,29937432,1418,TMTC1,29.51759319,0.000127083
4892,chr12,33049443,33050174,732,PKP2,24.09097181,0.000110548
4893,chr12,33049443,33050174,732,PKP2,24.09097181,0.000110548
4894,chr12,40618411,40618848,438,LRRK2,28.71799228,0.008470278
4895,chr12,41086665,41086859,195,CNTN1,38.36015785,3.83E-05
4896,chr12,41086665,41086859,195,CNTN1,38.36015785,3.83E-05
4897,chr12,42984090,42984136,47,PRICKLE1,37.7275358,5.19E-06
4898,chr12,43945901,43946284,384,ADAMTS20,37.11045177,0.00341801
4899,chr12,46663132,46663646,515,SLC38A1,27.58623108,0.000171768
4900,chr12,46663132,46663646,515,SLC38A1,27.58623108,0.000171768
4901,chr12,46663132,46663646,515,SLC38A1,27.58623108,0.000171768
4902,chr12,46663132,46663646,515,SLC38A1,27.58623108,0.000171768
4903,chr12,46663132,46663646,515,SLC38A1,27.58623108,0.000171768
4904,chr12,49932945,49933305,361,KCNH3,34.10106506,0.004651803
4905,chr12,51785393,51785735,343,SLC4A8,34.3180884,5.29E-05
4906,chr12,51785393,51785735,343,GALNT6,34.3180884,5.29E-05
4907,chr12,53613125,53613211,87,RARG,29.80060229,0.000203061
4908,chr12,53613125,53613211,87,RARG,29.80060229,0.000203061
4909,chr12,56473969,56474333,365,ERBB3,-25.94207148,6.89E-06
4910,chr12,57028078,57028217,140,BAZ2A,44.475314,4.66E-12
4911,chr12,59990091,59990453,363,SLC16A7,34.10471479,3.92E-05
4912,chr12,59990091,59990453,363,SLC16A7,34.10471479,3.92E-05
4913,chr12,65218334,65219633,1300,TBC1D30,-31.21355662,0.000413494
4914,chr12,66582903,66583279,377,IRAK3,22.40786648,3.86E-05
4915,chr12,66582903,66583279,377,IRAK3,22.40786648,3.86E-05
4916,chr12,71833328,71834136,809,LGR5,29.9291484,3.94E-07
4917,chr12,71833328,71834136,809,LGR5,29.9291484,3.94E-07
4918,chr12,71833328,71834136,809,LGR5,29.9291484,3.94E-07
4919,chr12,72079235,72079323,89,TMEM19,46.81706644,4.19E-13
4920,chr12,72666072,72666366,295,TRHDE,32.84075608,1.12E-06
4921,chr12,72666818,72667095,278,TRHDE,36.42094698,9.22E-05
4922,chr12,81471648,81471942,295,ACSS3,34.44557375,1.69E-05
4923,chr12,94541728,94542093,366,PLXNC1,24.30876844,5.18E-05
4924,chr12,94542576,94543311,736,PLXNC1,31.39913994,6.07E-05
4925,chr12,94543849,94543916,68,PLXNC1,38.58333333,0.004477943
4926,chr12,96183358,96183695,338,NTN4,25.9357854,0.000733312
4927,chr12,99288232,99289500,1269,ANKS1B,40.45620558,8.77E-07
4928,chr12,99288232,99289500,1269,ANKS1B,40.45620558,8.77E-07
4929,chr12,99288232,99289500,1269,ANKS1B,40.45620558,8.77E-07
4930,chr12,99288232,99289500,1269,ANKS1B,40.45620558,8.77E-07
4931,chr12,106974873,106975408,536,RFX4,34.45561661,1.68E-06
4932,chr12,106976488,106976812,325,RFX4,29.64436087,8.71E-05
4933,chr12,106977524,106977826,303,RFX4,26.74340297,1.48E-06
4934,chr12,110270630,110271567,938,TRPV4,23.26469756,0.000385656
4935,chr12,111471764,111472869,1106,CUX2,35.24825201,0.000113627
4936,chr12,111473195,111473878,684,CUX2,55.33446031,2.90E-07
4937,chr12,113494417,113495059,643,DTX1,46.82745653,1.15E-06
4938,chr12,113909319,113909821,503,LHX5,36.2555369,0.000620697
4939,chr12,114843193,114843389,197,TBX5,32.58091855,0.001120138
4940,chr12,117319855,117319891,37,HRK,40.94959936,0.000324632
4941,chr12,117319855,117319891,37,HRK,40.94959936,0.000324632
4942,chr12,117798130,117798136,7,NOS1,63.5483871,9.62E-06
4943,chr12,117798449,117799339,891,NOS1,44.25128907,0.000110137
4944,chr12,117798130,117798136,7,NOS1,63.5483871,9.62E-06
4945,chr12,117798449,117799339,891,NOS1,44.25128907,0.000110137
4946,chr12,120031498,120033242,1745,TMEM233,42.5067518,1.36E-07
4947,chr12,120426462,120426556,95,CCDC64,32.56883526,4.16E-06
4948,chr12,120427651,120428158,508,CCDC64,38.3980844,6.49E-05
4949,chr12,123320873,123320994,122,HIP1R,43.93946243,1.33E-06
4950,chr12,132380557,132380942,386,ULK1,43.89713816,2.61E-06
4951,chr12,132904689,132904829,141,GALNT9,40.15669516,7.28E-05
4952,chr12,132905535,132906810,1276,GALNT9,40.04150113,8.96E-05
4953,chr12,256543,256736,194,LOC574538,37.52186481,0.00019634
4954,chr12,1770738,1770881,144,MIR3649,-31.8377557,2.73E-07
4955,chr12,1771395,1771464,70,MIR3649,-20.86383182,0.000235384
4956,chr12,1930058,1930327,270,LRTM2,61.87620475,1.07E-05
4957,chr12,1930058,1930327,270,LRTM2,61.87620475,1.07E-05
4958,chr12,1930058,1930327,270,LRTM2,61.87620475,1.07E-05
4959,chr12,2800277,2800953,677,CACNA1C-AS1,50.96033074,9.76E-05
4960,chr12,4380132,4380905,774,CCND2,49.36472431,3.28E-09
4961,chr12,4381397,4381526,130,CCND2,30.92848109,0.000655166
4962,chr12,4554453,4554958,506,FGF6,28.9140871,0.000195749
4963,chr12,4918594,4919680,1087,KCNA6,33.62163107,0.00075434
4964,chr12,5019400,5019777,378,KCNA1,35.69177923,0.000278457
4965,chr12,5153321,5153809,489,KCNA5,32.1640091,2.84E-06
4966,chr12,5153208,5153578,371,KCNA5,-25.1024142,0.001324632
4967,chr12,5541172,5541336,165,NTF3,41.20218371,5.51E-08
4968,chr12,5542166,5542441,276,NTF3,39.29302314,7.27E-07
4969,chr12,6809309,6809358,50,PIANP,40.27552309,0.000129548
4970,chr12,6809309,6809358,50,PIANP,40.27552309,0.000129548
4971,chr12,6809309,6809358,50,PIANP,40.27552309,0.000129548
4972,chr12,7052445,7052711,267,C12orf57,21.30505446,1.92E-05
4973,chr12,8995777,8995919,143,A2ML1,49.68487576,3.83E-09
4974,chr12,9217109,9217703,595,A2M-AS1,32.07052991,3.80E-06
4975,chr12,9217109,9217703,595,LINC00612,32.07052991,3.80E-06
4976,chr12,10366438,10366615,178,GABARAPL1,30.59194758,8.76E-05
4977,chr12,12503070,12503372,303,MANSC1,-41.69857368,0.000153203
4978,chr12,13045923,13045966,44,GPRC5A,45.69485972,2.75E-11
4979,chr12,26275092,26276006,915,BHLHE41,44.94728871,0.001634498
4980,chr12,26348654,26349025,372,SSPN,46.94637767,5.15E-09
4981,chr12,26348654,26349025,372,SSPN,46.94637767,5.15E-09
4982,chr12,27932725,27933095,371,KLHL42,30.44544834,5.26E-07
4983,chr12,28123023,28123830,808,PTHLH,27.72347341,2.72E-05
4984,chr12,28123023,28123830,808,PTHLH,27.72347341,2.72E-05
4985,chr12,28123023,28123830,808,PTHLH,27.72347341,2.72E-05
4986,chr12,28123023,28123830,808,PTHLH,27.72347341,2.72E-05
4987,chr12,29542236,29542684,449,OVCH1-AS1,-39.21009829,0.000852355
4988,chr12,29542236,29542684,449,OVCH1-AS1,-39.21009829,0.000852355
4989,chr12,31079403,31079922,520,TSPAN11,41.70481227,0.000905028
4990,chr12,45444257,45444805,549,DBX2,43.02060443,0.000786645
4991,chr12,45445302,45445386,85,DBX2,51.4937682,2.15E-06
4992,chr12,48299284,48299403,120,VDR,34.48531371,0.000103269
4993,chr12,48299284,48299403,120,VDR,34.48531371,0.000103269
4994,chr12,48299284,48299403,120,VDR,34.48531371,0.000103269
4995,chr12,48396312,48396646,335,COL2A1,31.79985872,9.07E-05
4996,chr12,48397953,48398558,606,COL2A1,45.64488521,1.70E-05
4997,chr12,48396312,48396646,335,COL2A1,31.79985872,9.07E-05
4998,chr12,48397953,48398558,606,COL2A1,45.64488521,1.70E-05
4999,chr12,48723329,48723395,67,H1FNT,42.12851086,3.46E-05
5000,chr12,49182400,49183072,673,ADCY6,28.92658363,2.91E-05
5001,chr12,49373179,49373526,348,WNT1,28.06095507,9.04E-06
5002,chr12,49371848,49372219,372,WNT1,-27.98167135,1.20E-06
5003,chr12,49487994,49488634,641,DHH,24.34740028,0.001085391
5004,chr12,49690898,49691085,188,PRPH,20.47735276,6.68E-05
5005,chr12,49740778,49740791,14,DNAJC22,-40.07871143,2.11E-14
5006,chr12,51785393,51785735,343,SLC4A8,34.3180884,5.29E-05
5007,chr12,52300882,52301500,619,ACVRL1,27.12435647,0.003076935
5008,chr12,52445318,52445421,104,NR4A1,42.06076648,1.38E-05
5009,chr12,52445318,52445421,104,NR4A1,42.06076648,1.38E-05
5010,chr12,52799864,52799985,122,KRT82,33.26932386,1.56E-06
5011,chr12,52913892,52914053,162,KRT5,27.59811424,0.001424743
5012,chr12,53297106,53297779,674,KRT8,28.92670117,0.000181445
5013,chr12,53298887,53298969,83,KRT8,33.32379172,2.28E-06
5014,chr12,53443826,53444183,358,TENC1,31.11634551,0.000144889
5015,chr12,53447842,53448522,681,LOC283335,47.90280015,5.01E-10
5016,chr12,53443826,53444183,358,TENC1,31.11634551,0.000144889
5017,chr12,54145518,54145603,86,CISTR-ACT,48.16355232,1.47E-05
5018,chr12,54367194,54367655,462,HOXC11,33.55099231,0.001242102
5019,chr12,54368364,54368450,87,HOXC11,40.89804209,1.74E-07
5020,chr12,54391341,54391645,305,HOXC-AS2,25.98291208,0.000400151
5021,chr12,54362090,54362170,81,HOTAIR,45.39674221,6.63E-07
5022,chr12,54362090,54362170,81,HOTAIR,45.39674221,6.63E-07
5023,chr12,54367194,54367655,462,HOTAIR,33.55099231,0.001242102
5024,chr12,54368364,54368450,87,HOTAIR,40.89804209,1.74E-07
5025,chr12,54447820,54448006,187,HOXC4,-38.54337532,4.05E-06
5026,chr12,54412076,54412498,423,HOXC5,-33.03906499,3.74E-11
5027,chr12,54424680,54425294,615,HOXC5,37.53466696,7.01E-05
5028,chr12,54412076,54412498,423,HOXC6,-33.03906499,3.74E-11
5029,chr12,54412076,54412498,423,HOXC4,-33.03906499,3.74E-11
5030,chr12,54982306,54982590,285,PPP1R1A,40.31012545,2.72E-07
5031,chr12,54943185,54943700,516,PDE1B,37.94932749,0.000213375
5032,chr12,54943528,54943683,156,PDE1B,-30.84897301,2.68E-07
5033,chr12,56137667,56137835,169,GDF11,28.08085387,0.000116154
5034,chr12,56473969,56474333,365,ERBB3,-25.94207148,6.89E-06
5035,chr12,56881848,56882641,794,GLS2,28.14541208,0.000844856
5036,chr12,56881848,56882641,794,GLS2,28.14541208,0.000844856
5037,chr12,56881848,56882641,794,GLS2,28.14541208,0.000844856
5038,chr12,56881848,56882641,794,GLS2,28.14541208,0.000844856
5039,chr12,57634283,57634880,598,NDUFA4L2,26.2930473,0.000595189
5040,chr12,57636292,57636725,434,NDUFA4L2,33.41387865,5.83E-07
5041,chr12,57632546,57633362,817,NDUFA4L2,-31.57350518,0.000377175
5042,chr12,57609976,57610347,372,NXPH4,44.6658898,4.38E-09
5043,chr12,58004752,58005763,1012,ARHGEF25,27.47325206,2.02E-06
5044,chr12,58004752,58005763,1012,ARHGEF25,27.47325206,2.02E-06
5045,chr12,58014724,58014864,141,SLC26A10,37.55489717,1.24E-05
5046,chr12,58015424,58015738,315,SLC26A10,37.10675627,8.94E-15
5047,chr12,58025767,58026069,303,B4GALNT1,24.36433114,4.00E-05
5048,chr12,57984711,57985597,887,PIP4K2C,31.43969442,1.64E-06
5049,chr12,58025767,58026069,303,B4GALNT1,24.36433114,4.00E-05
5050,chr12,58025767,58026069,303,B4GALNT1,24.36433114,4.00E-05
5051,chr12,57984711,57985597,887,PIP4K2C,31.43969442,1.64E-06
5052,chr12,57984711,57985597,887,PIP4K2C,31.43969442,1.64E-06
5053,chr12,57943920,57944104,185,KIF5A,-24.94523226,2.15E-07
5054,chr12,57984711,57985597,887,PIP4K2C,31.43969442,1.64E-06
